activity,containers,ingredients,tool,dish,subject,labels,className,fileName,startFrame,startTimeSeconds,endFrame,endTimeSeconds
moveV,"['cutting-board', 'cutting-board']",['onion'],['hand'],27.0,33.0,1117.0,moveVhandonioncutting boardcutting board,s33-d27-cam-002,4269.0,145.238,4297.0,146.19
sliceV,['cutting-board'],['onion'],['knife'],27.0,33.0,2328.0,sliceVknifeonioncutting board,s33-d27-cam-002,4297.0,146.19,4445.0,151.224
moveV,"['cutting-board', 'cutting-board']",['onion'],['hand'],27.0,33.0,1117.0,moveVhandonioncutting boardcutting board,s33-d27-cam-002,4445.0,151.224,4496.0,152.959
sliceV,['cutting-board'],['onion'],['knife'],27.0,33.0,2328.0,sliceVknifeonioncutting board,s33-d27-cam-002,4496.0,152.959,4609.0,156.802
moveV,"['cutting-board', 'cutting-board']",['onion'],['hand'],27.0,33.0,1117.0,moveVhandonioncutting boardcutting board,s33-d27-cam-002,4609.0,156.802,4644.0,157.993
sliceV,['cutting-board'],['onion'],['knife'],27.0,33.0,2328.0,sliceVknifeonioncutting board,s33-d27-cam-002,4649.0,158.163,4766.0,162.142
moveV,"['cutting-board', 'cutting-board']",['onion'],['hand'],27.0,33.0,1117.0,moveVhandonioncutting boardcutting board,s33-d27-cam-002,4766.0,162.142,4802.0,163.367
chopV,['cutting-board'],['onion'],['knife'],27.0,33.0,318.0,chopVknifeonioncutting board,s33-d27-cam-002,4802.0,163.367,5847.0,198.911
take outV,"['drawer', 'stove']",['frying-pan'],['hand'],27.0,33.0,2673.0,take outVhandfrying pandrawerstove,s33-d27-cam-002,5887.0,200.272,6039.0,205.442
addV,"['cutting-board', 'frying-pan']",['onion'],"['knife', 'cutting-board']",27.0,33.0,167.0,addVknifecutting boardonioncutting boardfrying pan,s33-d27-cam-002,6088.0,207.108,6232.0,212.006
moveV,"['frying-pan', 'cutting-board']",['onion'],['hand'],27.0,33.0,1119.0,moveVhandonionfrying pancutting board,s33-d27-cam-002,6249.0,212.585,6291.0,214.013
chopV,['cutting-board'],['onion'],['knife'],27.0,33.0,318.0,chopVknifeonioncutting board,s33-d27-cam-002,6300.0,214.319,6348.0,215.952
moveV,"['counter', 'cutting-board']",['onion'],['hand'],27.0,33.0,1115.0,moveVhandonioncountercutting board,s33-d27-cam-002,6355.0,216.19,6376.0,216.904
moveV,"['sink', 'cutting-board']",['onion'],['hand'],27.0,33.0,1123.0,moveVhandonionsinkcutting board,s33-d27-cam-002,6398.0,217.653,6430.0,218.741
sliceV,['cutting-board'],['onion'],['knife'],27.0,33.0,2328.0,sliceVknifeonioncutting board,s33-d27-cam-002,6439.0,219.047,6635.0,225.714
moveV,"['counter', 'cutting-board']",['onion'],['hand'],27.0,33.0,1115.0,moveVhandonioncountercutting board,s33-d27-cam-002,6640.0,225.884,6665.0,226.734
sliceV,['cutting-board'],['onion'],['knife'],27.0,33.0,2328.0,sliceVknifeonioncutting board,s33-d27-cam-002,6675.0,227.074,6853.0,233.129
chopV,['cutting-board'],['onion'],['knife'],27.0,33.0,318.0,chopVknifeonioncutting board,s33-d27-cam-002,6859.0,233.333,7074.0,240.646
moveV,"['cutting-board', 'cutting-board']",['onion'],['hand'],27.0,33.0,1117.0,moveVhandonioncutting boardcutting board,s33-d27-cam-002,7074.0,240.646,7115.0,242.04
chopV,['cutting-board'],['onion'],['knife'],27.0,33.0,318.0,chopVknifeonioncutting board,s33-d27-cam-002,7115.0,242.04,7247.0,246.53
moveV,"['cutting-board', 'cutting-board']",['onion'],['hand'],27.0,33.0,1117.0,moveVhandonioncutting boardcutting board,s33-d27-cam-002,7247.0,246.53,7283.0,247.755
cut apartV,['cutting-board'],['onion'],['knife'],27.0,33.0,455.0,cut apartVknifeonioncutting board,s33-d27-cam-002,7283.0,247.755,7314.0,248.809
sliceV,['cutting-board'],['onion'],['knife'],27.0,33.0,2328.0,sliceVknifeonioncutting board,s33-d27-cam-002,7314.0,248.809,7403.0,251.836
chopV,['cutting-board'],['onion'],['knife'],27.0,33.0,318.0,chopVknifeonioncutting board,s33-d27-cam-002,7403.0,251.836,7686.0,261.462
moveV,"['cutting-board', 'cutting-board']",['onion'],['hand'],27.0,33.0,1117.0,moveVhandonioncutting boardcutting board,s33-d27-cam-002,7686.0,261.462,7713.0,262.38
sliceV,['cutting-board'],['onion'],['knife'],27.0,33.0,2328.0,sliceVknifeonioncutting board,s33-d27-cam-002,7713.0,262.38,7811.0,265.714
chopV,['cutting-board'],['onion'],['knife'],27.0,33.0,318.0,chopVknifeonioncutting board,s33-d27-cam-002,7811.0,265.714,7925.0,269.591
moveV,"['cutting-board', 'cutting-board']",['onion'],['hand'],27.0,33.0,1117.0,moveVhandonioncutting boardcutting board,s33-d27-cam-002,8073.0,274.625,8136.0,276.768
sliceV,['cutting-board'],['onion'],['knife'],27.0,33.0,2328.0,sliceVknifeonioncutting board,s33-d27-cam-002,8136.0,276.768,8283.0,281.768
chopV,['cutting-board'],['onion'],['knife'],27.0,33.0,318.0,chopVknifeonioncutting board,s33-d27-cam-002,8292.0,282.074,8904.0,302.891
throw in garbageV,[''],['onion'],['hand'],27.0,33.0,3031.0,throw in garbageVhandonion,s33-d27-cam-002,8938.0,304.047,9042.0,307.585
addV,"['cutting-board', 'frying-pan']",['onion'],"['knife', 'cutting-board']",27.0,33.0,167.0,addVknifecutting boardonioncutting boardfrying pan,s33-d27-cam-002,9095.0,309.387,9214.0,313.435
stirV,['frying-pan'],['onion'],['knife'],27.0,33.0,2444.0,stirVknifeonionfrying pan,s33-d27-cam-002,9217.0,313.537,9253.0,314.761
moveV,"['frying-pan', 'cutting-board']",['onion'],['hand'],27.0,33.0,1119.0,moveVhandonionfrying pancutting board,s33-d27-cam-002,9274.0,315.453,9371.0,318.775
turn onV,[''],['stove'],['hand'],27.0,33.0,3096.0,turn onVhandstove,s33-d27-cam-002,9431.0,320.816,9474.0,322.278
turn onV,[''],['stove'],['hand'],27.0,33.0,3096.0,turn onVhandstove,s33-d27-cam-002,9508.0,323.435,10249.0,348.639
take outV,"['cupboard', '']",['bottle'],['hand'],27.0,33.0,2557.0,take outVhandbottlecupboard,s33-d27-cam-002,10285.0,349.863,10382.0,353.163
screw openV,[''],['bottle'],['hand'],27.0,33.0,2146.0,screw openVhandbottle,s33-d27-cam-002,10394.0,353.571,10437.0,355.034
pourV,"['bottle', 'frying-pan']",['oil'],['bottle'],27.0,33.0,1503.0,pourVbottleoilbottlefrying pan,s33-d27-cam-002,10452.0,355.544,10575.0,359.727
change temperatureV,[''],['stove'],['hand'],27.0,33.0,298.0,change temperatureVhandstove,s33-d27-cam-002,10599.0,360.544,10742.0,365.408
screw closeV,[''],['bottle'],['hand'],27.0,33.0,2134.0,screw closeVhandbottle,s33-d27-cam-002,10751.0,365.714,10807.0,367.619
put inV,"['', 'cupboard']",['bottle'],['hand'],27.0,33.0,1723.0,put inVhandbottlecupboard,s33-d27-cam-002,10812.0,367.789,10910.0,371.122
take outV,"['drawer', '']",['spatula'],['hand'],27.0,33.0,2848.0,take outVhandspatuladrawer,s33-d27-cam-002,10935.0,371.972,11083.0,377.006
open closeV,['drawer'],[''],['hand'],27.0,33.0,1367.0,open closeVhanddrawer,s33-d27-cam-002,11106.0,377.789,11180.0,380.306
stirV,['frying-pan'],['onion'],['spatula'],27.0,33.0,2468.0,stirVspatulaonionfrying pan,s33-d27-cam-002,11185.0,380.476,11773.0,400.476
throw in garbageV,[''],['onion'],"['knife', 'hand']",27.0,33.0,3074.0,throw in garbageVknifehandonion,s33-d27-cam-002,11846.0,402.959,11969.0,407.142
washV,[''],['knife'],['hand'],27.0,33.0,3176.0,washVhandknife,s33-d27-cam-002,11990.0,407.857,12069.0,410.544
pourV,"['bottle', 'sponge']",['detergent'],['bottle'],27.0,33.0,1499.0,pourVbottledetergentbottlesponge,s33-d27-cam-002,12133.0,412.721,12203.0,415.102
washV,[''],['knife'],['sponge'],27.0,33.0,3242.0,washVspongeknife,s33-d27-cam-002,12235.0,416.19,12312.0,418.809
washV,[''],['knife'],['sponge'],27.0,33.0,3242.0,washVspongeknife,s33-d27-cam-002,12323.0,419.183,12490.0,424.863
washV,[''],['knife'],['hand'],27.0,33.0,3176.0,washVhandknife,s33-d27-cam-002,12495.0,425.034,12712.0,432.414
dryV,[''],['knife'],['sponge-cloth'],27.0,33.0,668.0,dryVsponge clothknife,s33-d27-cam-002,12718.0,432.619,12782.0,434.795
stirV,['frying-pan'],['onion'],['spatula'],27.0,33.0,2468.0,stirVspatulaonionfrying pan,s33-d27-cam-002,12816.0,435.952,13128.0,446.564
put inV,"['', 'drawer']",['knife'],['hand'],27.0,33.0,1782.0,put inVhandknifedrawer,s33-d27-cam-002,13177.0,448.231,13274.0,451.53
hangV,"['', 'tap']",['sponge-cloth'],['hand'],27.0,33.0,806.0,hangVhandsponge clothtap,s33-d27-cam-002,13296.0,452.278,13410.0,456.156
smellV,[''],['hand'],['hand'],27.0,33.0,2344.0,smellVhandhand,s33-d27-cam-002,13410.0,456.156,13443.0,457.278
change temperatureV,[''],['stove'],['hand'],27.0,33.0,298.0,change temperatureVhandstove,s33-d27-cam-002,13613.0,463.061,13714.0,466.496
change temperatureV,[''],['stove'],['hand'],27.0,33.0,298.0,change temperatureVhandstove,s33-d27-cam-002,13781.0,468.775,13823.0,470.204
stirV,['frying-pan'],['onion'],['spatula'],27.0,33.0,2468.0,stirVspatulaonionfrying pan,s33-d27-cam-002,13909.0,473.129,15066.0,512.482
stirV,['frying-pan'],['onion'],['spatula'],27.0,33.0,2468.0,stirVspatulaonionfrying pan,s33-d27-cam-002,15307.0,520.68,15546.0,528.809
stirV,['frying-pan'],['onion'],['spatula'],27.0,33.0,2468.0,stirVspatulaonionfrying pan,s33-d27-cam-002,15837.0,538.677,17325.0,589.319
change temperatureV,[''],['stove'],['hand'],27.0,33.0,298.0,change temperatureVhandstove,s33-d27-cam-002,17340.0,589.829,17414.0,592.346
stirV,['frying-pan'],['onion'],['spatula'],27.0,33.0,2468.0,stirVspatulaonionfrying pan,s33-d27-cam-002,17428.0,592.823,17959.0,610.884
turn offV,[''],['stove'],['hand'],27.0,33.0,3087.0,turn offVhandstove,s33-d27-cam-002,17995.0,612.108,18117.0,616.258
stirV,['frying-pan'],['onion'],['spatula'],27.0,33.0,2468.0,stirVspatulaonionfrying pan,s33-d27-cam-002,18160.0,617.721,18496.0,629.149
moveV,"['counter', 'counter']",['cutting-board'],['hand'],27.0,33.0,982.0,moveVhandcutting boardcountercounter,s33-d27-cam-002,18589.0,632.312,18685.0,635.578
washV,[''],['spatula'],['sponge'],27.0,33.0,3246.0,washVspongespatula,s33-d27-cam-002,18689.0,635.714,19029.0,647.278
washV,[''],['spatula'],['hand'],27.0,33.0,3215.0,washVhandspatula,s33-d27-cam-002,19035.0,647.482,19162.0,651.802
washV,[''],['cutting-board'],['sponge'],27.0,33.0,3237.0,washVspongecutting board,s33-d27-cam-002,19203.0,653.197,19425.0,660.748
washV,[''],['cutting-board'],['hand'],27.0,33.0,3153.0,washVhandcutting board,s33-d27-cam-002,19450.0,661.598,19641.0,668.095
dryV,[''],['hand'],['towel'],27.0,33.0,683.0,dryVtowelhand,s33-d27-cam-002,19796.0,673.367,19861.0,675.578
enterV,[''],[''],[''],45.0,33.0,706.0,enterV,s33-d45-cam-002,144.0,4.931,192.0,6.564
take outV,"['fridge', 'counter']",['pepper'],['hand'],45.0,33.0,2779.0,take outVhandpepperfridgecounter,s33-d45-cam-002,213.0,7.278,528.0,17.993
closeV,['fridge'],[''],['hand'],45.0,33.0,364.0,closeVhandfridge,s33-d45-cam-002,647.0,22.04,731.0,24.897
washV,[''],['pepper'],['hand'],45.0,33.0,3201.0,washVhandpepper,s33-d45-cam-002,755.0,25.714,894.0,30.442
shakeV,[''],['pepper'],['hand'],45.0,33.0,2236.0,shakeVhandpepper,s33-d45-cam-002,902.0,30.714,949.0,32.312
take outV,"['drawer', 'counter']",['cutting-board'],['hand'],45.0,33.0,2637.0,take outVhandcutting boarddrawercounter,s33-d45-cam-002,983.0,33.469,1127.0,38.367
moveV,"['', 'cutting-board']",['pepper'],['hand'],45.0,33.0,1163.0,moveVhandpeppercutting board,s33-d45-cam-002,1142.0,38.877,1174.0,39.965
moveV,"['counter', 'cutting-board']",['pepper'],['hand'],45.0,33.0,1162.0,moveVhandpeppercountercutting board,s33-d45-cam-002,1184.0,40.306,1212.0,41.258
closeV,['drawer'],[''],['hand'],45.0,33.0,363.0,closeVhanddrawer,s33-d45-cam-002,1212.0,41.258,1249.0,42.517
take outV,['drawer'],['knife'],['hand'],45.0,33.0,2704.0,take outVhandknifedrawer,s33-d45-cam-002,1257.0,42.789,1381.0,47.006
cut apartV,['cutting-board'],['pepper'],['hand'],45.0,33.0,412.0,cut apartVhandpeppercutting board,s33-d45-cam-002,1411.0,48.027,2040.0,69.421
take outV,"['cupboard', 'counter']",['plate'],['hand'],45.0,33.0,2814.0,take outVhandplatecupboardcounter,s33-d45-cam-002,2108.0,71.734,2401.0,81.7
moveV,"['cutting-board', 'plate']",['pepper'],['hand'],45.0,33.0,1164.0,moveVhandpeppercutting boardplate,s33-d45-cam-002,2406.0,81.87,2449.0,83.333
moveV,"['cutting-board', 'plate']",['pepper'],['hand'],45.0,33.0,1164.0,moveVhandpeppercutting boardplate,s33-d45-cam-002,2483.0,84.489,2511.0,85.442
moveV,"['cutting-board', 'plate']",['pepper'],['hand'],45.0,33.0,1164.0,moveVhandpeppercutting boardplate,s33-d45-cam-002,2515.0,85.578,2551.0,86.802
moveV,"['cutting-board', 'plate']",['pepper'],['hand'],45.0,33.0,1164.0,moveVhandpeppercutting boardplate,s33-d45-cam-002,2555.0,86.938,2607.0,88.707
throw in garbageV,[''],['pepper'],['hand'],45.0,33.0,3048.0,throw in garbageVhandpepper,s33-d45-cam-002,2636.0,89.693,2700.0,91.87
cut stripesV,['cutting-board'],['pepper'],['knife'],45.0,33.0,616.0,cut stripesVknifepeppercutting board,s33-d45-cam-002,2736.0,93.095,2926.0,99.557
cut diceV,['cutting-board'],['pepper'],['knife'],45.0,33.0,510.0,cut diceVknifepeppercutting board,s33-d45-cam-002,2954.0,100.51,3410.0,116.02
pull apartV,[''],['pepper'],['hand'],45.0,33.0,1642.0,pull apartVhandpepper,s33-d45-cam-002,3410.0,116.02,3613.0,122.91
moveV,"['cutting-board', 'plate']",['pepper'],['hand'],45.0,33.0,1164.0,moveVhandpeppercutting boardplate,s33-d45-cam-002,3636.0,123.707,3762.0,127.993
moveV,"['cutting-board', 'plate']",['pepper'],['hand'],45.0,33.0,1164.0,moveVhandpeppercutting boardplate,s33-d45-cam-002,3776.0,128.469,3826.0,130.17
cut out insideV,[''],['pepper'],['knife'],45.0,33.0,587.0,cut out insideVknifepepper,s33-d45-cam-002,3842.0,130.714,3916.0,133.231
pull apartV,[''],['pepper'],['hand'],45.0,33.0,1642.0,pull apartVhandpepper,s33-d45-cam-002,3934.0,133.843,3975.0,135.238
cut out insideV,[''],['pepper'],['knife'],45.0,33.0,587.0,cut out insideVknifepepper,s33-d45-cam-002,3990.0,135.748,4035.0,137.278
cut apartV,['cutting-board'],['pepper'],['knife'],45.0,33.0,464.0,cut apartVknifepeppercutting board,s33-d45-cam-002,4095.0,139.319,4128.0,140.442
cut diceV,[''],['pepper'],['knife'],45.0,33.0,509.0,cut diceVknifepepper,s33-d45-cam-002,4159.0,141.496,4426.0,150.578
cut diceV,[''],['pepper'],['knife'],45.0,33.0,509.0,cut diceVknifepepper,s33-d45-cam-002,4426.0,150.578,4486.0,152.619
cut out insideV,[''],['pepper'],['knife'],45.0,33.0,587.0,cut out insideVknifepepper,s33-d45-cam-002,4508.0,153.367,4587.0,156.054
cut stripesV,['cutting-board'],['pepper'],['knife'],45.0,33.0,616.0,cut stripesVknifepeppercutting board,s33-d45-cam-002,4609.0,156.802,4771.0,162.312
cut diceV,['cutting-board'],['pepper'],['knife'],45.0,33.0,510.0,cut diceVknifepeppercutting board,s33-d45-cam-002,4812.0,163.707,5114.0,173.979
cut stripesV,['cutting-board'],['pepper'],['knife'],45.0,33.0,616.0,cut stripesVknifepeppercutting board,s33-d45-cam-002,5140.0,174.863,5223.0,177.687
cut diceV,['cutting-board'],['pepper'],['knife'],45.0,33.0,510.0,cut diceVknifepeppercutting board,s33-d45-cam-002,5239.0,178.231,5508.0,187.38
throw in garbageV,[''],['garbage'],['hand'],45.0,33.0,3019.0,throw in garbageVhandgarbage,s33-d45-cam-002,5591.0,190.204,5656.0,192.414
cut out insideV,[''],['pepper'],['knife'],45.0,33.0,587.0,cut out insideVknifepepper,s33-d45-cam-002,5760.0,195.952,5826.0,198.197
cut out insideV,[''],['pepper'],['knife'],45.0,33.0,587.0,cut out insideVknifepepper,s33-d45-cam-002,5933.0,201.836,5966.0,202.959
moveV,"['cutting-board', 'plate']",['pepper'],['hand'],45.0,33.0,1164.0,moveVhandpeppercutting boardplate,s33-d45-cam-002,6046.0,205.68,6166.0,209.761
moveV,"['cutting-board', 'plate']",['pepper'],['hand'],45.0,33.0,1164.0,moveVhandpeppercutting boardplate,s33-d45-cam-002,6184.0,210.374,6249.0,212.585
cut stripesV,['cutting-board'],['pepper'],['knife'],45.0,33.0,616.0,cut stripesVknifepeppercutting board,s33-d45-cam-002,6286.0,213.843,6404.0,217.857
cut diceV,['cutting-board'],['pepper'],['knife'],45.0,33.0,510.0,cut diceVknifepeppercutting board,s33-d45-cam-002,6421.0,218.435,6615.0,225.034
pull apartV,[''],['pepper'],['hand'],45.0,33.0,1642.0,pull apartVhandpepper,s33-d45-cam-002,6681.0,227.278,6798.0,231.258
moveV,"['cutting-board', 'plate']",['pepper'],['hand'],45.0,33.0,1164.0,moveVhandpeppercutting boardplate,s33-d45-cam-002,6815.0,231.836,6895.0,234.557
moveV,"['cutting-board', 'plate']",['pepper'],['hand'],45.0,33.0,1164.0,moveVhandpeppercutting boardplate,s33-d45-cam-002,6918.0,235.34,6981.0,237.482
pull apartV,[''],['pepper'],['hand'],45.0,33.0,1642.0,pull apartVhandpepper,s33-d45-cam-002,6983.0,237.551,7134.0,242.687
moveV,['sink'],"['knife', 'cutting-board']",['hand'],45.0,33.0,1063.0,moveVhandknifecutting boardsink,s33-d45-cam-002,7183.0,244.353,7251.0,246.666
washV,[''],['cutting-board'],['hand'],45.0,33.0,3153.0,washVhandcutting board,s33-d45-cam-002,7263.0,247.074,7394.0,251.53
washV,[''],['knife'],['hand'],45.0,33.0,3176.0,washVhandknife,s33-d45-cam-002,7417.0,252.312,7517.0,255.714
moveV,"['tap', '']",['sponge-cloth'],['hand'],45.0,33.0,1256.0,moveVhandsponge clothtap,s33-d45-cam-002,7525.0,255.986,7553.0,256.938
dryV,[''],['hand'],['sponge-cloth'],45.0,33.0,667.0,dryVsponge clothhand,s33-d45-cam-002,7553.0,256.938,7620.0,259.217
moveV,"['', 'tap']",['sponge-cloth'],['hand'],45.0,33.0,1256.0,moveVhandsponge clothtap,s33-d45-cam-002,7620.0,259.217,7653.0,260.34
enterV,[''],[''],[''],49.0,33.0,706.0,enterV,s33-d49-cam-002,126.0,4.319,147.0,5.0
take outV,"['cupboard', 'counter']","['plastic-bag', 'bottle']",['hand'],49.0,33.0,2785.0,take outVhandplastic bagbottlecupboardcounter,s33-d49-cam-002,179.0,6.122,398.0,13.571
closeV,['cupboard'],[''],['hand'],49.0,33.0,361.0,closeVhandcupboard,s33-d49-cam-002,428.0,14.591,514.0,17.517
take outV,"['spice-holder', 'counter']","['spice-shaker', 'spice-shaker']",['hand'],49.0,33.0,2855.0,take outVhandspice shakerspice shakerspice holdercounter,s33-d49-cam-002,580.0,19.757,694.0,23.639
take outV,"['drawer', 'counter']","['pot', 'lid']",['hand'],49.0,33.0,2835.0,take outVhandpotliddrawercounter,s33-d49-cam-002,706.0,24.047,870.0,29.625
take lidV,"['pot', 'counter']",['lid'],['hand'],49.0,33.0,2531.0,take lidVhandlidpotcounter,s33-d49-cam-002,875.0,29.795,935.0,31.836
fillV,['pot'],['water'],['tap'],49.0,33.0,717.0,fillVtapwaterpot,s33-d49-cam-002,978.0,33.299,1377.0,46.87
moveV,"['', 'stove']",['pot'],['hand'],49.0,33.0,1226.0,moveVhandpotstove,s33-d49-cam-002,1430.0,48.673,1508.0,51.326
turn onV,[''],['stove'],['hand'],49.0,33.0,3096.0,turn onVhandstove,s33-d49-cam-002,1518.0,51.666,1576.0,53.639
screw openV,[''],['bottle'],['hand'],49.0,33.0,2146.0,screw openVhandbottle,s33-d49-cam-002,1587.0,54.013,1617.0,55.0
pourV,['pot'],['oil'],['bottle'],49.0,33.0,1506.0,pourVbottleoilpot,s33-d49-cam-002,1618.0,55.068,1711.0,58.231
change temperatureV,[''],['stove'],['hand'],49.0,33.0,298.0,change temperatureVhandstove,s33-d49-cam-002,1729.0,58.812,1853.0,63.061
screw closeV,[''],['bottle'],['hand'],49.0,33.0,2134.0,screw closeVhandbottle,s33-d49-cam-002,1861.0,63.333,1964.0,66.836
rip openV,['counter'],['plastic-bag'],['hand'],49.0,33.0,2011.0,rip openVhandplastic bagcounter,s33-d49-cam-002,2011.0,68.435,2196.0,74.727
take outV,['drawer'],['spaghetti-spoon'],['hand'],49.0,33.0,2846.0,take outVhandspaghetti spoondrawer,s33-d49-cam-002,2238.0,76.156,2441.0,83.061
stirV,['pot'],"['water', 'oil']",['spaghetti-spoon'],49.0,33.0,2448.0,stirVspaghetti spoonwateroilpot,s33-d49-cam-002,2447.0,83.265,2511.0,85.442
shakeV,['pot'],['spaghetti-spoon'],['hand'],49.0,33.0,2248.0,shakeVhandspaghetti spoonpot,s33-d49-cam-002,2528.0,86.02,2574.0,87.585
take outV,"['cupboard', 'counter']",['plate'],['hand'],49.0,33.0,2814.0,take outVhandplatecupboardcounter,s33-d49-cam-002,2736.0,93.095,3126.0,106.36
change temperatureV,[''],['stove'],['hand'],49.0,33.0,298.0,change temperatureVhandstove,s33-d49-cam-002,3436.0,116.904,3580.0,121.802
screw openV,[''],['spice-shaker'],['hand'],49.0,33.0,2153.0,screw openVhandspice shaker,s33-d49-cam-002,3789.0,128.911,3848.0,130.918
spiceV,['pot'],['salt'],['spice-shaker'],49.0,33.0,2384.0,spiceVspice shakersaltpot,s33-d49-cam-002,3858.0,131.258,3958.0,134.659
screw closeV,[''],['spice-shaker'],['hand'],49.0,33.0,2141.0,screw closeVhandspice shaker,s33-d49-cam-002,3971.0,135.102,4090.0,139.149
openV,['counter'],['plastic-bag'],['hand'],49.0,33.0,1406.0,openVhandplastic bagcounter,s33-d49-cam-002,4919.0,167.346,5079.0,172.789
addV,['pot'],['pasta'],['plastic-bag'],49.0,33.0,195.0,addVplastic bagpastapot,s33-d49-cam-002,7598.0,258.469,7879.0,268.027
addV,['pot'],['pasta'],['plastic-bag'],49.0,33.0,195.0,addVplastic bagpastapot,s33-d49-cam-002,7929.0,269.727,7978.0,271.394
stirV,['pot'],"['pasta', 'water']",['spaghetti-spoon'],49.0,33.0,2447.0,stirVspaghetti spoonpastawaterpot,s33-d49-cam-002,8091.0,275.238,8258.0,280.918
screw openV,[''],['spice-shaker'],['hand'],49.0,33.0,2153.0,screw openVhandspice shaker,s33-d49-cam-002,8361.0,284.421,8408.0,286.02
spiceV,['pot'],['salt'],['spice-shaker'],49.0,33.0,2384.0,spiceVspice shakersaltpot,s33-d49-cam-002,8422.0,286.496,8559.0,291.156
screw closeV,[''],['spice-shaker'],['hand'],49.0,33.0,2141.0,screw closeVhandspice shaker,s33-d49-cam-002,8560.0,291.19,8628.0,293.503
screw openV,[''],['spice-shaker'],['hand'],49.0,33.0,2153.0,screw openVhandspice shaker,s33-d49-cam-002,8646.0,294.115,8671.0,294.965
